,HITId,chars,text,agr,cons,ext,open,stab
1591,3CVDZS288HFO55FNE2C8996MDNZFMS,Chandler,"<b>s03_e18_c06(0) for Chandler</b><br><br><b>Rachel</b>: I think you should definitely go out with this guy.<br><br><b>Monica</b>: Nah, he doesn't do anything for me.<br><br><b>Rachel</b>: Monica, last Saturday night, what happened on Walker Texas Ranger?<br><br><b>Monica</b>: Well, umm, Walker was looking for this big bus load of kids.... (realises) All right, I get your point.<br><br><b>Rachel</b>: All right.<br><br><b>Chandler</b>: (entering, carrying a briefcase) Hi.<br><br><b>Monica</b>: Hey.<br><br><b>Chandler</b>: Y'know, I forgot the combination to this about a year ago? I just carry it around. Do you have any Chap Stick?<br><br><b>Monica</b>: Uh, yeah.<br><br><b>Rachel</b>: Hey, how are those tapes working out for ya?<br><br><b>Chandler</b>: Y'know what, pretty good.<br><br><b>Rachel</b>: Yeah?<br><br><b>Chandler</b>: Good! I haven't smoked yet today, I feel great, and-and-and confident, that is a stunning blouse.<br><br><b>Rachel</b>: Thank you.<br><br><b>Monica</b>: Here you go.<br><br><b>Chandler</b>: Thanks<br><br><b>Rachel</b>: Hey Mon, let's give Pete a chance Come on, he was funny, he seems really nice, and that check thing was adorable.<br><br><b>Chandler</b>: What check thing?<br><br><b>Monica</b>: As a joke, this customer at work who has a crush on me gave me a $20,000 tip. His number is on the check, he just did so I'd call him.<br><br><b>Chandler</b>: (reading the check) Pete Becker. Pete... (quickly grabs a magazine and opens it up to show her a picture) (pointing to the picture) Is this him?<br><br><b>Monica</b>: That's Bill Clinton.<br><br><b>Chandler</b>: Who's he huggin'?<br><br><b>Monica</b>: Oh my God! That's Pete! But why is Bill huggin' Pete?<br><br><b>Chandler</b>: This guy invented Moss 865! Every office in the world uses that program!<br><br><b>Rachel</b>: We use it!!<br><br><b>Chandler</b>: There you go!!<br><br>",0.0,1.0,1.0,1.0,1.0
1592,302U8RURJZGJJKMDQIWC4AY867XVNW,Joey,"<b>s04_e22_c16(0) for Joey</b><br><br><b>Joey</b>: If anything should happen to him...<br><br><b>Ross</b>: Joey! The vet said it's a simple procedure.<br><br><b>Joey</b>: So! Things can go wrong! You don't know! What if he doesn't make it?!<br><br><b>Chandler</b>: He will, Joe.<br><br><b>Joey</b>: Yeah, but what if he doesn't? He's such a good duck.<br><br>(With that we go into a little flashback about the guys' memories of the duck. The first one is Joey playing with him in the bathtub and drying him off. Then it's Chandler sitting on his couch after they moved into the girls apartment, and Chandler reading to him in bed, and him watching Baywatch when all they had was the canoe and the duck was in a bucket of water. Then we see Ross eating some cereal and the duck watching him. He takes a lamp and moves the duck off of the table. Then it's Chandler shooing them out of the bathroom in the girls' apartment, Joey revealing their disco cubby hole in the entertainment-center, then Chandler playing Hide-and-Go-Seek with them, and it's concluded with various scenes with the duck flapping it's wings. And the guys staring into the distance in remembrance of the duck.)<br><br><b>Joey</b>: I'm so worried about him, y'know?<br><br><b>The Doctor</b>: (coming in from surgery) Somebody lose a ring?<br><br><b>Ross</b>: Oh my God! Thank you! Thank you so much! (He grabs the ring, kisses it, and then does a double-take realising where it's been.)<br><br><b>Joey</b>: H-h-h-how's the duck?<br><br><b>The Doctor</b>: He's doing just fine, he's resting now, but you can see him in a little bit.<br><br><b>Joey</b>: Ohh, great! Oh hey, listen Ross, thanks for being so cool about this.<br><br><b>Ross</b>: No, that's all right.<br><br><b>Joey</b>: No, it's not. I mean you-you made me your best man and I totally let you down!<br><br><b>Chandler</b>: Hey, come on, it's not your fault.<br><br><b>Joey</b>: Yeah, it is! You wouldn't have lost the ring, right? Y'know what, Ross you were right from the start, he (Chandler) should be your best man.<br><br><b>Chandler</b>: No, you should.<br><br><b>Joey</b>: Now, don't argue with me...<br><br><b>Ross</b>: Hey! Hey! Hey! I get to choose my best man, and I want both you guys.<br><br><b>Chandler</b>: Really?<br><br><b>Joey</b>: Really?<br><br>",0.0,1.0,0.0,1.0,1.0
1593,36818Z1KV3SSNSQ5X4L1Z9MPGG5A3U,Susan,"<b>s04_e18_c02(0) for Susan</b><br><br><b>Ross</b>: Hey, uh, you can ignore that.<br><br><b>Emily</b>: That's Carol with your son!<br><br><b>Ross</b>: Uhh, believe me when he's older, he'll understand.<br><br><b>Carol</b>: (knocking on the door) Ross!<br><br><b>Ross</b>: I'll be right there. (He goes over and opens the door to Carol, Susan, and Ben.) (To Ben.) Hello! (To Carol.) Hello! (To Susan.) Hey. Uhh, Emily, this is Carol and Susan.<br><br><b>Susan</b>: Hey, it's so nice to finally meet you!<br><br><b>Emily</b>: Me too!<br><br><b>Carol</b>: Ohh, y'know, Susan's gonna be shooting a commercial in London next week.<br><br><b>Susan</b>: Oh yeah, I'm so excited, I've never been there.<br><br><b>Emily</b>: Oh, well, I'll show you around.<br><br><b>Susan</b>: That would be great! Also, uh, I was hoping to catch a show so if you can make any suggestions...<br><br><b>Emily</b>: Oh, there's tonnes of terrific stuff-I'll go with you!<br><br>",1.0,1.0,1.0,1.0,1.0
1594,3UY4PIS8QR03X86FJ4CNXMRSH3QN1Z,Monica,"<b>s04_e17_c11(0) for Monica</b><br><br><b>Rachel</b>: (interrupting) Relaxi-Taxi!<br><br><b>Phoebe</b>: The name was my favourite part!<br><br><b>Rachel</b>: Well, well I can up with it!<br><br><b>Phoebe</b>: YOU DID NOT!!!! Oh! No! You came up with Relaxi Cab! That's not good.<br><br><b>Rachel</b>: Well, I...<br><br>(The phone rings and Monica answers it.)<br><br><b>Monica</b>: Hello.<br><br><b>Ross</b>: (on phone) Hey.<br><br><b>Monica</b>: Oh my God! Ross, are you in England? Was Emily surprised?<br><br>[Cut to Ross in one of those British phone booths.]<br><br><b>Ross</b>: No, because she hasn't come home yet. And she hasn't been home all night! She's obviously staying with that other guy, and I'm the stupid moron who spent the whole night outside her apartment!<br><br><b>Monica</b>: All right. When is, when is the next flight out?<br><br>",1.0,0.0,1.0,0.0,0.0
1595,302U8RURJZGJJKMDQIWC4AY86PUVNT,Monica Geller,"<b>s02_e20_c05(0) for Monica Geller</b><br><br><b>Ross Geller</b>: Well, ya know, they're a little behind the times in Colonial Williamsburg.<br><br><b>Carol Willick</b>: Think I better go before mommy starts weeping.<br><br><b>Ross Geller</b>: Buy mommy.<br><br><b>Carol, Susan</b>: We love you. Buy.<br><br><b>Ross Geller</b>: Have a good time. Ok, Ben.<br><br><b>Monica Geller</b>: Ross.<br><br><b>Ross Geller</b>: Yeah.<br><br><b>Monica Geller</b>: Look. [they look at Joey in the kitchen with a cigar in his mouth, looking at his reflection in a spatula] Joey, do you know we can see you from here?<br><br><b>Joey Tribbiani</b>: How come Richard looks so much cooler with one of these than me?<br><br><b>Ross Geller</b>: Well for starters, you may want to light it and lose the spatula.<br><br><b>Monica Geller</b>: You know what, I think it's cute, you trying to be more like Richard.<br><br><b>Joey Tribbiani</b>: Not like him, per-se, just not un-like him. [Chandler enters with his hair full of mousse and a cheesy moustache]<br><br><b>Ross Geller</b>: Look it's the artist formerly known as Chandler.<br><br><b>Chandler Bing</b>: Just tryin' somethin' here, ya know.<br><br><b>Monica Geller</b>: So Joey, why didn't you grow a moustache?<br><br><b>Joey Tribbiani</b>: Oh we flipped for it. I got the cigar, he got the moustache. Figured if we both grew it, we'd look like dorks.<br><br><b>Ross Geller</b>: Yeah, you really sidestepped that land mine.<br><br><b>Chandler Bing</b>: Hey listen, we've gotta go, I promised Richard we'd meet him downstairs.<br><br><b>Monica Geller</b>: You're meeting Richard?<br><br><b>Joey Tribbiani</b>: Yeah, we're goin' to a Ranger game.<br><br><b>Chandler Bing</b>: Yeah, didn't he tell ya?<br><br>",1.0,0.0,1.0,0.0,0.0
1596,3BKZLF990ZELQBUABLBDF3X7T4SYQB,Chandler Bing,"<b>s01_e08_c10(0) for Chandler Bing</b><br><br><b>Monica Geller</b>: It was a really beautiful service.<br><br><b>Mrs. Geller</b>: It really was. Oh, c'mere, sweetheart. (Hugs her) Y'know, I think it might be time for you to start using night cream.<br><br>(Joey listens to his overcoat for a second and sighs, then notices Chandler watching)<br><br><b>Joey Tribbiani</b>: What?<br><br><b>Chandler Bing</b>: Nothing, just your overcoat sounds remarkably like Brent Mussberger.<br><br><b>Joey Tribbiani</b>: Check it out, Giants-Cowboys. (He has a pocket TV)<br><br><b>Chandler Bing</b>: You're watching a football game at a funeral?<br><br><b>Joey Tribbiani</b>: No, it's the pre-game. I'm gonna watch it at the reception.<br><br><b>Chandler Bing</b>: You are a frightening, frightening man.<br><br>(Rachel steps in a patch of mud)<br><br>",1.0,1.0,0.0,0.0,0.0
1597,3UEBBGULPF37IDKWN43U0JNGQ91FUJ,Chandler,"<b>s03_e11_c05(2) for Chandler</b><br><br><b>Cookie</b>: Hey. What are we drinkin' over here.<br><br><b>Phoebe</b>: Well, I have ah, vodka and cranberry juice.<br><br><b>Cookie</b>: No kiddin,' that's the exact same drink I made myself right after I shot my husband.<br><br><b>Phoebe</b>: Wow. Okay, I don't know how to talk to you.<br><br>(Cut to Chandler)<br><br><b>Sister 1</b>: (to Chandler) What 'cha doing?<br><br><b>Chandler</b>: Oh, I'm taking my ex-girlfriend of my speed dialer.<br><br><b>Joey's Sisters</b>: Oh!!<br><br><b>Chandler</b>: No-no-no-no, no, it's a good thing. Why must we dial so speedily anyway? Why must we rush through life? Why can't we savor the precious moments? (to one of Joey's sisters) Those are some huge breasts you have.<br><br>(Cut to Ross and Monica)<br><br>",1.0,0.0,1.0,0.0,1.0
1598,371QPA24C231SLBZG0YZ6LXK6LBT15,Monica,"<b>s03_e18_c12(1) for Monica</b><br><br><b>Pete</b>: Hi.<br><br><b>Rachel</b>: Hi!!<br><br><b>Joey</b>: Hey!<br><br><b>Ross</b>: Hi!<br><br>(They're all staring at him, with big, huge smiles on their faces.)<br><br><b>Joey</b>: Hey, how much cash do you got in your pocket right now?<br><br><b>Monica</b>: And that's why, I'm not inviting you in for a drink. (starts to leave) Bye.<br><br><b>All</b>: Oh-no-no-no-no....<br><br>",0.0,1.0,1.0,0.0,1.0
1599,3DQYSJDTYLQ7T3EVXYUB281K8VBXET,Joey Tribbiani,"<b>s01_e19_c06(0) for Joey Tribbiani</b><br><br><b>Rachel Green</b>: What?!<br><br><b>Monica Geller</b>: Be that as it may, d'you think you could just help us out here on that monkey thing? Y'know, just for old times' sake? Go Bobcats?<br><br><b>Luisa</b>: I could... but I won't. If I find that monkey, he's mine. (Leaves)<br><br><b>Phoebe Buffay</b>: Dun-dun-duuuur! Sorry.<br><br>[Cut to another part of the building. We see Marcel jump in through a window and run down some stairs, then Chandler and Joey come down from the upper floor without noticing.]<br><br><b>Chandler Bing</b>: Marcel?<br><br><b>Joey Tribbiani</b>: Marcel?<br><br><b>Chandler Bing</b>: Marcel?<br><br><b>Joey Tribbiani</b>: Marcel?<br><br>(They come to a door and silently agree to try it. A very sweaty woman emerges)<br><br><b>Woman No. 1</b>: Hi, can I help you?<br><br>(Chandler and Joey are dumbstruck for a moment)<br><br><b>Chandler Bing</b>: Um, we're kind of having an emergency and we-we were looking for something...<br><br><b>Joey Tribbiani</b>: A monkey.<br><br><b>Chandler Bing</b>: Yes have you seen any?<br><br><b>Woman No. 1</b>: No. No, haven't seen a monkey. Do you know anything about fixing radiators?<br><br><b>Joey Tribbiani</b>: Um, sure! Did you, uh, did you try turning the knob back the other way?<br><br><b>Woman No. 1</b>: Of course.<br><br><b>Joey Tribbiani</b>: Oh. Then, no.<br><br>(Another sweaty woman comes to the door and speaks to her friend)<br><br><b>Woman No. 2</b>: Did I put too much rum in here?<br><br>(Joey and Chandler shoot each other glances)<br><br><b>Woman No. 1</b>: Just a sec. (To Chandler and Joey) Hope you find your monkey. (She starts to shut the door)<br><br><b>Chandler Bing</b>: Oh, nononowaitwaitwaitnono! Uh... we may not know anything about radiators per se, but we do have a certain amount of expertise in the heating and cooling... mileu.<br><br><b>Joey Tribbiani</b>: Uh, aren't we kind of in the middle of something here?<br><br><b>Chandler Bing</b>: Yes, but these women are very hot, and they need our help! And they're very hot.<br><br><b>Joey Tribbiani</b>: We can't, alright? (To the women) We're sorry. You have no idea how sorry, but... We promised we'd find this monkey. If you see him, he's about yea high and answers to the name Marcel, so if we could get some pictures of you, you'd really be helping us out.<br><br>(The women quickly shut the door)<br><br><b>Chandler Bing</b>: Okay, from now on, you don't get to talk to other people.<br><br><b>Joey Tribbiani</b>: Marcel?<br><br>",1.0,0.0,1.0,0.0,1.0
1600,3RQVKZ7ZRKYLJ8WOM1VC68F79UY72O,Joey,"<b>s03_e02_c03(1) for Joey</b><br><br><b>Rachel</b>: No honey, we're sorry, we didn't mean it. I love you. I love you.<br><br><b>Chandler</b>: We used them as pillows when we went camping.<br><br><b>Ross</b>: What?<br><br><b>Chandler</b>: (shyly) The sheep.<br><br><b>Ross</b>: Hey, what you do on your own time...<br><br><b>Joey</b>: (entering) Where's my underwear?!<br><br><b>Ross</b>: Whoa, whoa, whoa. Come on, come on, what. You took his underwear?<br><br><b>Chandler</b>: He took my essence!<br><br><b>Ross</b>: Okay, now hold on. Joey, why, why can't you just wear the underwear you're wearing now?<br><br><b>Joey</b>: Because, I'm not wearing any underwear now.<br><br><b>Ross</b>: Okay, then why do you have to wear underwear tonight?<br><br><b>Joey</b>: It's a rented tux. Okay. I'm not gonna go commando in another man's fatigues.<br><br><b>Chandler</b>: Well, then it looks like somebody is gonna have to give back somebody his cushions.<br><br><b>Joey</b>: Okay, you hide my clothes. I'm gonna do the exact opposite to you.<br><br><b>Chandler</b>: What are you, what are you gonna show me my clothes?<br><br><b>Joey</b>: Hey, opposite, is opposite! (leaves)<br><br>",0.0,0.0,1.0,0.0,0.0
1601,3YKP7CX6G2UF7LWK5UON71IB35J7B8,Ross Geller,"<b>s01_e06_c08(0) for Ross Geller</b><br><br><b>Ross Geller</b>: Look at it this way: you dumped her. Right? I mean, this woman was unbelievably sexy, and beautiful, intelligent, unattainable... Tell me why you did this again?<br><br>(Joey enters.)<br><br><b>All</b>: Hey!<br><br><b>Monica Geller</b>: Hey, waitwait, aren't you the guy that plays the butt in the new Al Pacino movie?<br><br><b>Joey Tribbiani</b>: Nope.<br><br><b>Ross Geller</b>: No? What happened, big guy?<br><br><b>Chandler Bing</b>: (to Ross) ""Big guy?""<br><br><b>Ross Geller</b>: It felt like a 'big guy' moment.<br><br>",1.0,1.0,1.0,1.0,1.0
1602,3OZ4VAIBEXUN0UVSBK4KB3HRXSYJVW,Ross Geller,"<b>s01_e01_c14(0) for Ross Geller</b><br><br><b>Monica Geller</b>: C'mon, you can't live off your parents your whole life.<br><br><b>Rachel Green</b>: I know that. That's why I was getting married.<br><br><b>Phoebe Buffay</b>: Give her a break, it's hard being on your own for the first time.<br><br><b>Rachel Green</b>: Thank you.<br><br><b>Phoebe Buffay</b>: You're welcome. I remember when I first came to this city. I was fourteen. My mom had just killed herself and my step-dad was back in prison, and I got here, and I didn't know anybody. And I ended up living with this albino guy who was, like, cleaning windshields outside port authority, and then he killed himself, and then I found aromatherapy. So believe me, I know exactly how you feel.<br><br>(Pause)<br><br><b>Ross Geller</b>: The word you're looking for is 'Anyway'...<br><br><b>Monica Geller</b>: All right, you ready?<br><br><b>Rachel Green</b>: No. No, no, I'm not ready! How can I be ready? ""Hey, Rach! You ready to jump out the airplane without your parachute?"" Come on, I can't do this!<br><br><b>Monica Geller</b>: You can, I know you can!<br><br><b>Rachel Green</b>: I don't think so.<br><br><b>Ross Geller</b>: Come on, you made coffee!                You can do anything! (Chandler slowly tries to hide the now dead plant from that morning when he and Joey poured their coffee into it.)<br><br><b>Ross Geller</b>: C'mon, cut. Cut, cut, cut,...<br><br>",0.0,1.0,1.0,0.0,1.0
1603,3538U0YQ1F9NJJ7D8K7TDAXGDEFF39,Chandler Bing,"<b>s02_e06_c01(1) for Chandler Bing</b><br><br><b>Joey Tribbiani</b>: Is he gonna be ok?<br><br><b>Monica Geller</b>: Yeah, he's just gotta get a shot.<br><br><b>Ross Geller</b>: You know, you know, actually it's getting better. It is. It is. Let's not go. Anyone for Thcrabble?<br><br><b>Monica Geller</b>: Jacket now.<br><br><b>Ross Geller</b>: What about Ben? We can't bring a baby to a hospital.<br><br><b>Chandler Bing</b>: We'll watch him.<br><br><b>Ross Geller</b>: I don't think tho.<br><br><b>Joey Tribbiani</b>: What? I have seven Catholic sisters. I've taken care of hundreds of kids. Come on, we wanna do it, don't we?<br><br><b>Chandler Bing</b>: I was looking forward to playing basketball, but I guess that's out the window.<br><br><b>Ross Geller</b>: Ok, well, if you do take him out for his walk, you might wanna bring his hat, and there's extra milk in the fridge, and there's extra diapers in the bag.<br><br><b>Joey Tribbiani</b>: Hat, milk, got it.<br><br>",0.0,0.0,0.0,0.0,0.0
1604,3E9ZFLPWOY7J98GHTHK2NNZC0JAXIK,Chandler,"<b>s03_e24_c04(0) for Chandler</b><br><br><b>Ross</b>: (on phone) That's right, Ryder. Wynona Ryder for six. (listens) Thank you. (hangs up) (to the gang) Yeah, we have the reservations.<br><br><b>Rachel</b>: Yes!!<br><br><b>Chandler</b>: All right buddy, way to go! (smacks him on the butt)<br><br><b>Ross</b>: (stunned) Dude, what are you doing?<br><br><b>Chandler</b>: Thank you! Today, my boss keep slapping my butt and he was acting like it was no big deal.<br><br><b>Phoebe</b>: Yeesh, what'd you do about it?<br><br><b>Chandler</b>: Well, I didn't do anything. I didn't want to be the guy who has a problem with his boss slapping his bottom.<br><br><b>Monica</b>: I gotta tell ya, I think it's okay to be that guy.<br><br><b>Joey</b>: Yeah, maybe it's like y'know, that jock thing. Y'know how football players pat each other after touchdowns. (pats Ross on the butt)<br><br>(Ross throws his hands out in a ""What are you doing?"" gesture)<br><br><b>Rachel</b>: Y'know I don't, I don't understand guys, I mean I-I would never congratulate Monica on a great stew by y'know, grabbin' her boob.<br><br><b>Chandler</b>: Yeah, I know, for a really great stew you just y'know, stick your head in between 'em.<br><br>",1.0,1.0,1.0,1.0,1.0
1605,3R15W654VD81QCNBS6MNLVVBKKHLQP,Monica,"<b>s03_e02_c02(3) for Monica</b><br><br><b>Rachel</b>: Ooooh! Honey, well we'll find you something. Do you wanna wear my black jacket?<br><br><b>Phoebe</b>: That won't go with this dress though.<br><br><b>Rachel</b>: No, you're right. Well, we'll find something. Let's just get you out of that. Come on.<br><br><b>Ross</b>: No, no, no, no, no, no, not out of that, not out of clothes.<br><br><b>Rachel</b>: Monica, can Phoebe borrow your green dress?<br><br><b>Monica</b>: I called him.<br><br><b>All</b>: Nooo.<br><br><b>Monica</b>: Yes. Well I got his machine and I left a message. But it's okay, it's okay, it's okay, because you know it was like a casual, breezy message. It was breezy! Oh God, what if it wasn't breezy?<br><br><b>Phoebe</b>: Well, how could it not be breezy, no, 'cause, you're, you're in such a breezy place.<br><br><b>Monica</b>: Here, I got it. I'll will play my message for you guys, and you can tell me if it's breezy enough.<br><br><b>Joey</b>: Monica, how are you gonna do that?<br><br><b>Monica</b>: I know the code to his answering machine.<br><br><b>Ross</b>: Okay, Mon, I really don't think this is the... Okay, you're dialing, you are dialing.<br><br>(Chandler enters, and Joey is standing near the chair, they have a show down to see who gets the chair and Joey wins)<br><br><b>Richard</b>: (on machine) ""Hi, this is Richard. Please, leave a message at the tone.""<br><br><b>Machine</b>: ""You have two new messages.""<br><br>",0.0,1.0,1.0,0.0,0.0
1606,3P7RGTLO6ESYJQYCIAD0GV3RR2RKAF,Chandler,"<b>s04_e17_c08(0) for Chandler</b><br><br><b>Rachel</b>: Hey!<br><br><b>Chandler</b>: Hi! Listen, can we watch cartoons on your television? We need a porn break. We spent the last two hours watching In & Out & In, Again.<br><br><b>Rachel</b>: Well, so, why don't you just turn it off?<br><br><b>Chandler</b>: Because then we would be the guys who turned off free porn.<br><br>",1.0,0.0,1.0,1.0,0.0
1607,30EV7DWJTVASGTBQWCXF9YGGTYA6Y6,Chandler,"<b>s04_e24_c12(0) for Chandler</b><br><br><b>Chandler</b>: Well I've-I've never done that with you before.<br><br><b>Monica</b>: (In am uneasy voice.) Nope. (She chuckles uneasily.)<br><br><b>Chandler</b>: So, ahh, how are ya? How ya...How ya... You okay?<br><br><b>Monica</b>: Yep, yep...You?<br><br>",1.0,0.0,1.0,1.0,0.0
1608,3SZYX62S5GFDI5FB4KXA4FIJT4Q57O,Phoebe,"<b>s03_e14_c09(0) for Phoebe</b><br><br><b>Monica</b>: Y'know they say a watched pot never beeps.<br><br><b>Phoebe</b>: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.<br><br><b>Monica</b>: Phoebe why don't you just call her? You obviously want to.<br><br><b>Phoebe</b>: You think you know me so well.<br><br><b>Monica</b>: Well, don't 'cha wanna?<br><br>",0.0,1.0,1.0,1.0,0.0
1609,31KSVEGZ347HD7EA9ZIPZWMWEDNWRU,Phoebe,"<b>s03_e21_c01(0) for Phoebe</b><br><br><b>Rachel</b>: So who's idea was it to put everybody in the diner on skates?<br><br><b>Monica</b>: Oh, some idiot customer put a suggestion in the suggestion box.<br><br><b>Phoebe</b>: Oh my God, they took my idea!<br><br><b>Monica</b>: That was you?!<br><br>",1.0,0.0,1.0,1.0,0.0
1610,3D3B8GE8926LPYLN3W48GHE6FCC9PN,Ross Geller,"<b>s02_e01_c05(0) for Ross Geller</b><br><br><b>Chandler Bing</b>: (entering) Hi. Anybody know a good tailor?<br><br><b>Joey Tribbiani</b>: Needs some clothes altered?<br><br><b>Chandler Bing</b>: No, no, I'm just looking for a man to draw on me with chalk.<br><br><b>Joey Tribbiani</b>: Why don't you go see Frankie? My family's been goin' to him forever. He did my first suit when I was 15. No wait, 16. No, 'scuse me, 15. (still confused) All right, when was 1990?<br><br><b>Chandler Bing</b>: Okay. You have to stop the Q-tip when there's resistance!<br><br><b>Ross Geller</b>: (on phone) Ok, ok, sweetheart, I'll see you later. Ok, bye. What? (Sits down next to Rachel) Oh, that is so sweet. No, no, ok, you hang up. Ok, ok, one, two, three. (Doesn't hang up and motions for Rachel to be quiet) Well you didn't hang up either.<br><br><b>Rachel Green</b>: She didn't hang up either!<br><br><b>Ross Geller</b>: Ok, no, no, you hang up. You, you, y...<br><br><b>Rachel Green</b>: (taking the phone and hanging it up) Sorry, I thought you were talking to me.<br><br><b>Ross Geller</b>: Rachel! I'll just call her back.<br><br><b>Rachel Green</b>: Okay!<br><br>",1.0,0.0,1.0,1.0,1.0
1611,38EHZ67RIM7UJ5BIPMIQRU6YE2ZGMS,Monica,"<b>s04_e07_c06(0) for Monica</b><br><br><b>Ross</b>: (His voice is altered to sound like a computer.) Electrifying. (He plays the sound of a ticking clock.) Emphatic time-time-time...<br><br><b>Monica</b>: (to Rachel and Phoebe) Y'know, there's a Starbucks about three blocks down.<br><br><b>Phoebe</b>: (pushing Monica back onto the couch) It's so inspired! Look at him! Look at him go!<br><br>[cut back to Ross who finally finishes his so-called song with the same crash from before. He gets some applause, mainly 'cause he's done.]<br><br><b>Ross</b>: (with the altered voice) Thank you guys-guys-guys...<br><br><b>Monica</b>: (to Phoebe) Hey, aren't you up next?<br><br><b>Phoebe</b>: Oh no, I'm not playing tonight.<br><br><b>Rachel</b>: Why not?<br><br><b>Phoebe</b>: I can't follow Ross! It'd be like those bicycle ridding chimps that followed The Beetles. No.<br><br><b>Monica</b>: Phoebe, Ross sucks!<br><br>",0.0,1.0,1.0,1.0,1.0
1612,32CAVSKPCE4GSYQOG5O9BHJMPHGU1V,Phoebe Buffay,"<b>s02_e03_c11(0) for Phoebe Buffay</b><br><br><b>Rachel Green</b>: She's right. She's right. You are no different than the rest of them.<br><br><b>Monica Geller</b>: Wait a minute, wait a minute. Yes he is. You are totally different.<br><br><b>Chandler Bing</b>: In a bad way?<br><br><b>Monica Geller</b>: No, honey, in a wonderful way. You know what you want now. Most guys don't even have a clue. You are ready to take risks, you are ready to be vulnerable, and intimate with someone.<br><br><b>Rachel Green</b>: Yeah. You're not gonna end up alone.<br><br><b>Phoebe Buffay</b>: Chandler, you called Janice! That's how much you wanted to be with someone!<br><br><b>Monica Geller</b>: You made it!<br><br><b>Phoebe Buffay</b>: You're there!<br><br>",1.0,1.0,1.0,0.0,1.0
1613,3Y40HMYLL1XOIZBHNY9G6QNNUEXXUS,Ross,"<b>s03_e12_c08(0) for Ross</b><br><br><b>Ross</b>: I'm hurt! I'm actually hurt, that you would think that I would send you any of those things out of any thing other than love. Hurt! Hurt!<br><br><b>Rachel</b>: All right Ross!! I get it!!<br><br><b>Ross</b>: I mean my God...<br><br><b>Rachel</b>: You're hurt!<br><br>",1.0,1.0,1.0,1.0,0.0
1614,378G7J1SJLDS4395NTYP0PNDZOXEWZ,Janice,"<b>s03_e06_c01(0) for Janice</b><br><br><b>Janice</b>: Janice has a question. Who of the six of you has sleep with the six of you?<br><br><b>Phoebe</b>: Wow, it's like a dirty math problem.<br><br><b>Ross</b>: I'm sorry the answer there would be...none of us.<br><br><b>Janice</b>: Come on over the years none of you ever y'know, got drunk and stupid.<br><br><b>Joey</b>: Well, that's really a different question.<br><br><b>Janice</b>: I'm sorry I find it hard to believe that a group of people who spends as much time together as you guys do has never bumped uglies.<br><br><b>Joey</b>: Well, there was that one time that Monica and Rachel got together.<br><br><b>Monica, Rachel</b>: What?!!<br><br><b>Rachel</b>: Excuse me, there was no time!<br><br>",0.0,0.0,1.0,0.0,0.0
1615,3WKGUBL7SZ1U170DU9FAISU6OS04LR,Monica,"<b>s04_e06_c04(0) for Monica</b><br><br><b>Monica</b>: Oh, is everything in the car?<br><br><b>Phoebe</b>: Yes. Did you settle the bill?<br><br><b>Monica</b>: No. I hate this part.<br><br><b>Phoebe</b>: Oh, look what we almost left. (Picks up a coffee maker)<br><br><b>Monica</b>: No, that's not mine.<br><br><b>Phoebe</b>: Oh, all right. Oh! Look what we almost took!<br><br>[cut to the living room of the same dwelling, where the funeral guests are mingling. Monica enters.]<br><br><b>Monica</b>: Excuse me, Mrs. Burkart? Well, we're all cleaned up in the kitchen.<br><br>",1.0,1.0,0.0,1.0,1.0
1616,3566S7OX5DYEUNES3XVY1P52HTS17J,Nina Bookbinder,"<b>s01_e16_c14(0) for Nina Bookbinder</b><br><br><b>Nina Bookbinder</b>: Do you have a sec?<br><br><b>Chandler Bing</b>: Ah, sure, Nina. Whats up?<br><br><b>Nina Bookbinder</b>: I dont know. For the past couple days, people have been avoiding me and giving me these really strange looks.<br><br><b>Chandler Bing</b>: Oh, well, ah... maybe thats because theyre ah... jealous, of us.<br><br><b>Nina Bookbinder</b>: Maybe. But that doesnt explain why they keep taking my scissors.<br><br><b>Chandler Bing</b>: Ah, well, maybe thats, ah, because youre getting a big raise.<br><br><b>Nina Bookbinder</b>: I am?<br><br><b>Chandler Bing</b>: Sure, why not?<br><br>",0.0,0.0,1.0,0.0,0.0
1617,3I7SHAD35MBBQC0HWJEWLHT5FZG7MG,Joey,"<b>s04_e16_c01(0) for Joey</b><br><br><b>Monica</b>: What is it hon?<br><br><b>Phoebe</b>: I-I can't find anything that I want to eat! Everything I eat makes me nauseous! I'm telling you, being pregnant is no piece of cake-ooh! Cake! (Chandler shrugs, and Phoebe grimaces.) No.<br><br><b>Monica</b>: Aww, honey I'm sorry.<br><br><b>Phoebe</b>: God! Ooh! What is that smell? It's coming from the bathroom. Ooh! (She goes to the bathroom.)<br><br><b>Chandler</b>: Wow! Pregnancy does give you some weird cravings.<br><br>[Cut to the bathroom, Joey is taking a shower and Phoebe knocks on the door.]<br><br><b>Joey</b>: Yeah?<br><br><b>Phoebe</b>: It's me. It's Phoebe. Listen there's something in here I want to eat, what-what smells so good?<br><br>(Joey sticks his head out of the shower curtain.)<br><br>",1.0,1.0,1.0,1.0,1.0
